,band,species,beak length (mm),beak depth (mm),year
0,14613,fortis,9.1,7.0,1987
1,15487,fortis,9.14,7.12,1987
2,15187,fortis,9.24,7.21,1987
3,15284,fortis,9.2,7.3,1987
4,14983,fortis,8.83,7.32,1987
5,14913,fortis,9.14,7.41,1987
6,15726,fortis,9.04,7.42,1987
7,15821,fortis,10.56,7.43,1987
8,15484,fortis,9.7,7.45,1987
9,4968,fortis,9.25,7.5,1987
10,15695,fortis,9.5,7.5,1987
11,15272,fortis,9.34,7.51,1987
12,15256,fortis,9.64,7.51,1987
13,13907,fortis,9.04,7.64,1987
14,5578,fortis,9.8,7.65,1987
15,10376,fortis,9.28,7.68,1987
16,13377,fortis,9.5,7.7,1987
17,15225,fortis,10.8,7.8,1987
18,15914,fortis,9.24,7.81,1987
19,14760,fortis,10.24,7.81,1987
20,15779,fortis,9.74,7.86,1987
21,13901,fortis,9.2,7.9,1987
22,15277,fortis,9.95,7.9,1987
23,15285,fortis,9.34,7.92,1987
24,13194,fortis,9.35,7.92,1987
25,14967,fortis,10.1,7.92,1987
26,14800,fortis,9.96,7.93,1987
27,14612,fortis,9.27,7.95,1987
28,15154,fortis,9.4,7.95,1987
29,14123,fortis,9.68,7.96,1987
30,15368,fortis,10.19,7.97,1987
31,15873,fortis,10.0,8.0,1987
32,16027,fortis,10.25,8.0,1987
33,15353,fortis,11.3,8.0,1987
34,14265,fortis,9.83,8.02,1987
35,15014,fortis,11.04,8.02,1987
36,14969,fortis,10.16,8.03,1987
37,5627,fortis,10.74,8.03,1987
38,15973,fortis,10.19,8.06,1987
39,13468,fortis,9.46,8.09,1987
40,15214,fortis,9.5,8.1,1987
41,14978,fortis,9.7,8.1,1987
42,15909,fortis,10.0,8.1,1987
43,13996,fortis,10.05,8.1,1987
44,13543,fortis,10.3,8.1,1987
45,14634,fortis,10.5,8.1,1987
46,15804,fortis,9.94,8.11,1987
47,15493,fortis,10.04,8.11,1987
48,15363,fortis,10.24,8.11,1987
49,15286,fortis,9.2,8.2,1987
50,15019,fortis,9.3,8.2,1987
51,16112,fortis,10.04,8.21,1987
52,15270,fortis,10.34,8.21,1987
53,15874,fortis,10.34,8.21,1987
54,16007,fortis,10.04,8.22,1987
55,14860,fortis,9.86,8.23,1987
56,10313,fortis,9.73,8.24,1987
57,15490,fortis,9.45,8.25,1987
58,15106,fortis,10.0,8.25,1987
59,13539,fortis,9.78,8.27,1987
60,14912,fortis,9.64,8.28,1987
61,13244,fortis,9.8,8.3,1987
62,14822,fortis,10.0,8.3,1987
63,14909,fortis,10.0,8.3,1987
64,15944,fortis,10.8,8.3,1987
65,16170,fortis,9.64,8.31,1987
66,15477,fortis,10.14,8.31,1987
67,15111,fortis,10.24,8.31,1987
68,14686,fortis,10.74,8.31,1987
69,15915,fortis,10.74,8.31,1987
70,15759,fortis,11.14,8.31,1987
71,15850,fortis,11.24,8.31,1987
72,15977,fortis,9.84,8.32,1987
73,14632,fortis,9.86,8.33,1987
74,14982,fortis,9.96,8.33,1987
75,13306,fortis,10.57,8.34,1987
76,13351,fortis,10.0,8.35,1987
77,15288,fortis,10.95,8.35,1987
78,15079,fortis,9.89,8.36,1987
79,15402,fortis,9.99,8.36,1987
80,15248,fortis,9.1,8.4,1987
81,13881,fortis,9.8,8.4,1987
82,15879,fortis,9.85,8.4,1987
83,4830,fortis,10.0,8.4,1987
84,15679,fortis,10.0,8.4,1987
85,15806,fortis,10.0,8.4,1987
86,5887,fortis,10.18,8.4,1987
87,15845,fortis,10.4,8.4,1987
88,14890,fortis,10.9,8.4,1987
89,15875,fortis,10.04,8.41,1987
90,15381,fortis,10.14,8.41,1987
91,15382,fortis,10.24,8.41,1987
92,15453,fortis,10.54,8.41,1987
93,5555,fortis,9.04,8.42,1987
94,15127,fortis,9.24,8.42,1987
95,14628,fortis,10.06,8.43,1987
96,15379,fortis,10.26,8.43,1987
97,14939,fortis,10.2,8.45,1987
98,10100,fortis,10.93,8.45,1987
99,16172,fortis,10.64,8.47,1987
100,15188,fortis,10.74,8.47,1987
101,14611,fortis,9.4,8.5,1987
102,14025,fortis,9.55,8.5,1987
103,14970,fortis,9.8,8.5,1987
104,15970,fortis,9.83,8.5,1987
105,10760,fortis,10.0,8.5,1987
106,15706,fortis,10.0,8.5,1987
107,14762,fortis,10.3,8.5,1987
108,15829,fortis,10.6,8.5,1987
109,14743,fortis,11.5,8.5,1987
110,15933,fortis,10.24,8.51,1987
111,14836,fortis,10.5,8.51,1987
112,15940,fortis,10.84,8.51,1987
113,15995,fortis,9.94,8.52,1987
114,14704,fortis,10.36,8.53,1987
115,5685,fortis,9.8,8.55,1987
116,14833,fortis,10.09,8.56,1987
117,1536,fortis,9.8,8.6,1987
118,15163,fortis,9.9,8.6,1987
119,5556,fortis,10.0,8.6,1987
120,14902,fortis,10.0,8.6,1987
121,15342,fortis,10.0,8.6,1987
122,14894,fortis,10.1,8.6,1987
123,15761,fortis,11.3,8.6,1987
124,5628,fortis,12.0,8.6,1987
125,15497,fortis,10.14,8.61,1987
126,14932,fortis,10.34,8.61,1987
127,15374,fortis,10.34,8.61,1987
128,15175,fortis,10.54,8.61,1987
129,15724,fortis,10.54,8.61,1987
130,15680,fortis,10.94,8.61,1987
131,14827,fortis,11.04,8.61,1987
132,15296,fortis,11.14,8.61,1987
133,15711,fortis,11.14,8.61,1987
134,10066,fortis,11.24,8.61,1987
135,15322,fortis,12.14,8.61,1987
136,15262,fortis,9.94,8.62,1987
137,14840,fortis,9.95,8.62,1987
138,4229,fortis,10.05,8.62,1987
139,13195,fortis,10.35,8.62,1987
140,14829,fortis,10.86,8.63,1987
141,13994,fortis,10.18,8.64,1987
142,15464,fortis,9.45,8.65,1987
143,15865,fortis,10.19,8.66,1987
144,14831,fortis,10.84,8.66,1987
145,13269,fortis,9.4,8.7,1987
146,15184,fortis,9.5,8.7,1987
147,14096,fortis,9.8,8.7,1987
148,15245,fortis,9.85,8.7,1987
149,15143,fortis,10.0,8.7,1987
150,15712,fortis,10.1,8.7,1987
151,4715,fortis,10.4,8.7,1987
152,14832,fortis,10.45,8.7,1987
153,15757,fortis,10.57,8.7,1987
154,14694,fortis,10.8,8.7,1987
155,15388,fortis,10.9,8.7,1987
156,15224,fortis,11.4,8.7,1987
157,15018,fortis,9.64,8.71,1987
158,15981,fortis,10.04,8.71,1987
159,15228,fortis,10.24,8.71,1987
160,15663,fortis,10.44,8.71,1987
161,15983,fortis,10.54,8.71,1987
162,10198,fortis,10.64,8.71,1987
163,15657,fortis,10.84,8.71,1987
164,15990,fortis,10.94,8.71,1987
165,15123,fortis,11.14,8.71,1987
166,15855,fortis,11.14,8.71,1987
167,15005,fortis,11.29,8.71,1987
168,15617,fortis,11.79,8.71,1987
169,14880,fortis,9.84,8.72,1987
170,14742,fortis,11.15,8.72,1987
171,15080,fortis,9.76,8.73,1987
172,15273,fortis,10.06,8.73,1987
173,4859,fortis,10.87,8.73,1987
174,14767,fortis,11.86,8.73,1987
175,5602,fortis,10.83,8.74,1987
176,15978,fortis,10.39,8.76,1987
177,15246,fortis,10.64,8.76,1987
178,15264,fortis,9.7,8.77,1987
179,14867,fortis,10.09,8.77,1987
180,13687,fortis,10.67,8.77,1987
181,15306,fortis,10.95,8.77,1987
182,10347,fortis,9.96,8.79,1987
183,15420,fortis,9.7,8.8,1987
184,16016,fortis,9.97,8.8,1987
185,14042,fortis,10.1,8.8,1987
186,14797,fortis,10.37,8.8,1987
187,14761,fortis,10.9,8.8,1987
188,14858,fortis,10.9,8.8,1987
189,2749,fortis,11.1,8.8,1987
190,15244,fortis,11.15,8.8,1987
191,5872,fortis,11.8,8.8,1987
192,14680,fortis,10.14,8.81,1987
193,14763,fortis,10.19,8.81,1987
194,14892,fortis,10.24,8.81,1987
195,15176,fortis,10.24,8.81,1987
196,14795,fortis,10.54,8.81,1987
197,15040,fortis,10.54,8.81,1987
198,15733,fortis,10.54,8.81,1987
199,15367,fortis,10.74,8.81,1987
200,14535,fortis,11.24,8.81,1987
201,15268,fortis,11.24,8.81,1987
202,15883,fortis,10.05,8.82,1987
203,15220,fortis,10.24,8.82,1987
204,15430,fortis,10.94,8.82,1987
205,15404,fortis,10.59,8.86,1987
206,14841,fortis,9.9,8.87,1987
207,15313,fortis,10.04,8.87,1987
208,14868,fortis,10.35,8.87,1987
209,13385,fortis,11.2,8.87,1987
210,15301,fortis,11.8,8.88,1987
211,5626,fortis,11.1,8.89,1987
212,14928,fortis,10.0,8.9,1987
213,5965,fortis,10.1,8.9,1987
214,15182,fortis,10.1,8.9,1987
215,16162,fortis,10.13,8.9,1987
216,13582,fortis,10.2,8.9,1987
217,14811,fortis,10.33,8.9,1987
218,5669,fortis,10.4,8.9,1987
219,10703,fortis,10.4,8.9,1987
220,14684,fortis,10.7,8.9,1987
221,14809,fortis,10.7,8.9,1987
222,10548,fortis,10.9,8.9,1987
223,15387,fortis,10.9,8.9,1987
224,5721,fortis,11.1,8.9,1987
225,14808,fortis,11.6,8.9,1987
226,15223,fortis,11.6,8.9,1987
227,15795,fortis,11.8,8.9,1987
228,15274,fortis,10.44,8.91,1987
229,14664,fortis,10.54,8.91,1987
230,15854,fortis,10.64,8.91,1987
231,15941,fortis,10.74,8.91,1987
232,14258,fortis,10.76,8.91,1987
233,15852,fortis,10.79,8.91,1987
234,15132,fortis,10.84,8.91,1987
235,15659,fortis,11.04,8.91,1987
236,15431,fortis,11.29,8.91,1987
237,15378,fortis,11.84,8.91,1987
238,14749,fortis,10.04,8.92,1987
239,14533,fortis,11.1,8.92,1987
240,15348,fortis,11.2,8.92,1987
241,14636,fortis,10.76,8.93,1987
242,14671,fortis,10.76,8.93,1987
243,13575,fortis,11.0,8.93,1987
244,14685,fortis,11.46,8.93,1987
245,2639,fortis,10.3,8.95,1987
246,14478,fortis,10.9,8.95,1987
247,14681,fortis,9.94,8.96,1987
248,15630,fortis,10.24,8.96,1987
249,15229,fortis,10.99,8.96,1987
250,15337,fortis,10.47,8.97,1987
251,15332,fortis,10.7,8.97,1987
252,5330,fortis,12.21,8.97,1987
253,14403,fortis,10.35,8.98,1987
254,15232,fortis,10.52,8.98,1987
255,5554,fortis,10.0,9.0,1987
256,15054,fortis,10.3,9.0,1987
257,15157,fortis,10.6,9.0,1987
258,15488,fortis,10.75,9.0,1987
259,15241,fortis,10.8,9.0,1987
260,14915,fortis,11.0,9.0,1987
261,14788,fortis,12.0,9.0,1987
262,14846,fortis,10.04,9.01,1987
263,15631,fortis,10.24,9.01,1987
264,15715,fortis,10.24,9.01,1987
265,15496,fortis,10.34,9.01,1987
266,15758,fortis,10.34,9.01,1987
267,15791,fortis,10.64,9.01,1987
268,15311,fortis,11.24,9.01,1987
269,15684,fortis,11.54,9.01,1987
270,15785,fortis,11.54,9.01,1987
271,15465,fortis,10.74,9.02,1987
272,14712,fortis,11.04,9.02,1987
273,15230,fortis,10.1,9.03,1987
274,15318,fortis,10.76,9.03,1987
275,14356,fortis,10.04,9.04,1987
276,5389,fortis,10.27,9.04,1987
277,10232,fortis,10.87,9.04,1987
278,4936,fortis,10.0,9.05,1987
279,5587,fortis,10.35,9.05,1987
280,14741,fortis,11.04,9.06,1987
